message_id,message,Constructiveness,Justification,Justification_internal,Justification_external,Relevance,Reciprocity,Empathy_Respect,Uncivil_abuse
2807,=@USER @USER I really could careless what You think. She threw him Under The bus,0,0,0,0,0,0,0,NA
2808,@USER @USER I suggest that you start a petition. Anyone who signs it gets a deferment from the new tax system. I would support you in this endeavor <f0><U+009F><U+0099><U+0084>,0,1,0,0,1,NA,1,0
2809,"=@USER @USER I talked with one of his staffers today. She was lovely, professional and very helpful. MAYBE The problem is you.",0,1,0,0,1,NA,1,NA
2810,=@USER @USER I think crooked Hillary is going through The same situation.,0,1,0,0,1,NA,1,NA
2811,@USER @USER I think it's pretty clear Republicans have no regard whatsoever for discernible reality.,0,0,0,0,1,0,0,0
2812,=@USER @USER I think it is also A Good idea to make The new rate contingent on bringing money and jobs back from overseas. they made tax cuts for private citizens temporary So why not make corporate rates contingent.,0,1,0,1,1,NA,NA,0
2813,=@USER @USER I think Nunes got kicked in The head A few too many times by one of his milk cows,0,1,0,0,1,NA,NA,NA
2814,=@USER @USER I think She is referring to herself,0,0,0,0,0,0,0,0
2815,=@USER @USER I think The Afghanistan war will be over within The next six months,0,1,0,0,1,0,NA,0
2816,=@USER @USER I think The neighbor was Just looking for free healthcare. did You get enslaved while protecting our freedom?,0,0,0,0,1,NA,NA,NA
2817,=@USER @USER I think There<U+FFFD>s an argument to be made that The amount of body/ageist SHAME being heaped on him is damaging to people who feel vulnerable on those fronts.,0,0,0,0,0,0,NA,0
2818,=@USER @USER I think Trump is doing this Because The state department got in The way of his businesses overseas in The past. it Has to be something along those lines.,0,1,0,0,1,1,1,1
2819,@USER @USER I think we're seeing more and more Adam Schiff is a threat to America he is so tied with Soros and Soros is a threat to America so who do you thinks doing his stumping for him! And we have this kind of person in our government pushing their na,1,1,0,0,1,NA,1,NA
2820,=@USER @USER I think We all Know The answer to that question. We are Just waiting on The evidence to be uncovered by Mueller. repubs must let him do his job. it<U+FFFD>s The right thing regardless of party.,0,1,0,0,1,1,1,0
2821,@USER @USER I think we have a winner...<f0><U+009F><U+008F><U+0086>,0,1,0,0,1,NA,1,NA
2822,@USER @USER I think you might be on to something Barbara. Join us and lets RESIST this together in 2018! https://t.co/buL3pp4OY1,1,1,1,0,1,1,1,0
2823,@USER @USER I think you missed most of 2016. That's all he's ever been about.,0,0,0,0,1,NA,1,NA
2824,@USER @USER I was once a member of the NRA but no longer I can't understand there way of thinking.,0,1,0,0,1,NA,NA,0
2825,"@USER @USER I wish he would go away. He does not understand economics. And he's such a liar that he wants to work with Republicans. Because 10% richest Americans pay 70% of the taxes, you can NOT have a tax cut that Dems can't call tax cut for the rich. S",0,1,0,0,1,0,0,0
2826,=@USER @USER I would do The same to A statue of either @USER @USER @USER or @USER,0,0,0,0,0,NA,NA,0
2827,"@USER @USER I would have preferred a fair trial by jury. Oh that's right, the last two juries found him innocent so this was the only way to convict",0,1,0,0,1,0,0,0
2828,@USER @USER I would hope Sen Collins would stand up and insist they honor the deal she made to protect Medicare or she will vote no on this awful bill #KillTheBill what do you stand for @USER?,1,1,1,0,1,NA,1,NA
2829,@USER @USER I wouldn't mind paying higher taxes so that people can enjoy retirement.,0,1,0,0,1,0,1,0
2830,@USER @USER I wouldn't walk across the street to go to anything Trump. Unless they were cuffing you. That I dearly want to see. #Resist #BlueWave,0,1,1,0,1,NA,1,NA
2831,"@USER @USER I wrote Senator Portman and his response was a form letter citing  trickle down <U+FFFD>Reaganomics<U+FFFD>, even though in my in my letter I expressed concern how that did not work in the 80<U+FFFD>s.  If this bill passes, the middle class is",0,1,0,0,1,NA,1,NA
2832,"=@USER @USER I<U+FFFD>m from ma - if The Pats don<U+FFFD>t WIN it all, I hope it<U+FFFD>s The Bills. Congrats. Oh and Haha @USER",0,1,0,0,1,NA,1,NA
2833,"=@USER @USER I<U+FFFD>m not A professional National Security person, So what do I know? But Perhaps The Senator Has his own reasonable concerns about this <U+FFFD>effectively settled<U+FFFD> BILL.",0,1,0,0,1,NA,1,NA
2834,=@USER @USER I<U+FFFD>m truly disappointed w Elizabeth Warren. I<U+FE0F> did not think it was like her But There She was on TV,0,0,0,0,1,NA,NA,NA
2835,@USER @USER I<U+FFFD>ve been pointing this out in tweets regularly for weeks now and nobody seems able to do the math but you and me. $1000 sounds so much better than about 40 cents an hr. If you<U+FFFD>re salaried you may be working 50 hrs/wk so it<U+FFF,0,1,0,0,0,0,1,0
2836,=@USER @USER idiots,0,1,0,0,1,NA,1,1
2837,"=@USER @USER if he wasn<U+FFFD>t A racist, We wouldn<U+FFFD>t call him one. unfortunately, he is.",0,0,0,0,1,0,0,NA
2840,"=@USER @USER if that is your focus You are dumber than I thought You are, and that is saying A lot.",0,0,0,0,NA,0,0,NA
2841,=@USER @USER if The Dems would stop fucking them and let them have A childhood MAYBE they will turn out better Then Ur generation and MINE,0,1,0,0,1,NA,0,NA
2842,"@USER @USER If the GOP had their way, only the millionaires &amp; billionaires would occupy Their Perfect Vision of America!!",0,0,0,0,1,0,0,0
2844,"=@USER @USER if they and/or their parents are here illegally, they should be deported and go where they came from. The parents knew they were wrong.",1,1,0,0,1,1,1,NA
2845,=@USER @USER if they were smart they wouldnt be liberals,0,1,0,0,1,0,0,NA
2846,"=@USER @USER if this tax scam passes, The American public will experience The negative consequences of your greed. Kentuckians have and will suffer from GOP greed and cruelty.",0,1,0,0,1,0,NA,0
2847,"@USER @USER If u want a strong #US u Must get Trump,his family &amp; his circle of YesMen OUT of the Whitehouse!He does Nothing to unify the nation!",0,1,0,0,1,NA,NA,NA
2848,@USER @USER If you'd watch something other than #FakeNewsCNN you'd know @USER never endorsed ISIS #TriggeredSnowFlake in da house,0,0,0,0,1,NA,0,NA
2849,@USER @USER If you believe that you really aren't paying attention or you think upper middle class means something it doesn't.,0,0,0,0,NA,0,0,0
2850,"@USER @USER If you killed a baby at 26 wks that were outside the womb, you be charged with first degree murder. Murder is not a human right.",0,1,0,0,1,NA,NA,NA
2851,"@USER @USER If you return, please vote NO on the TAX SCAM! If you<U+FFFD>re going to vote yes, stay home!!!!!!!! p.s. Get well soon.",0,1,0,0,1,NA,1,NA
2852,"=@USER @USER if You were that concerned with leaking sensitive information, why did You put So much of it in your little Dem memo? Hypocrites.",0,1,1,0,1,1,1,NA
2853,"@USER @USER Illegals broke the law, PERIOD!Veterans and Americans homeless! <f0><U+009F><U+0098><U+00A2><f0><U+009F><U+0098><U+00A2><f0><U+009F><U+0098><U+00A2><f0><U+009F><U+0098><U+00A2>Seniors can<U+FFFD>t buy food, American children go hungry<f0><U+00",0,1,0,0,1,NA,NA,NA
2854,@USER @USER IM WITH U 100% WHATS SCARY IS THAT AMERICA IS NOT LISTENING! I HAVE CONVINCED FAMILY &amp; FRIENDS/BUT MOST DON'T UNDERSTAND THE DANGER!IMPEACH!,0,0,0,0,1,NA,NA,0
2855,@USER @USER Immigrants came here to make a better life including Dreamers isn't America about that take your head out of your ass Jeff Sessions,0,0,0,0,1,NA,0,NA
2856,@USER @USER In khakis and polo shirt .. I can't see if he's got on tasseled loafers https://t.co/uJEL4hhkSY,0,1,0,0,1,NA,1,NA
2857,"@USER @USER In meantime, JC is trying to take your healthcare away. One more thing he is being dishonest about. https://t.co/Yona3fJJa2",0,1,0,0,1,1,1,0
2858,"@USER @USER Incapable of real leadership, he needs either to shut up &amp; learn his job or to resign so we can heal the wounds he's inflicted on the US.",0,0,0,0,1,NA,1,NA
2859,=@USER @USER Indeed.,0,0,0,0,0,0,NA,0
2860,=@USER @USER INDICT @USER if She is Found complicit in this...,0,0,0,0,1,0,NA,0
2861,@USER @USER Insensitivity from border patrol could lead to killings of agents. It's easy to shoot at them from Mexico.,1,1,0,0,1,NA,1,NA
2862,"=@USER @USER Instead of Just bitching, resisting, and shrieking - try working, compromising and accomplishing something. You define your job in soundbites and vitriol. that accomplishes what precisely?",1,1,0,0,1,NA,1,NA
2863,"@USER @USER Interesting how you left out the fact that Americans, who happen to be black, lead the nation in murders.... but you chose to focus on <U+FFFD>white people<U+FFFD> ... racist much ?",0,0,0,0,1,0,0,0
2864,"@USER @USER Interesting you tagged Warren- Always felt this entire Ambassador crap was competition with Warren- who btw #NativeTwitter has also called out. They have same issues with both of you- you are the Republican ""Warren"". Which reflects on Trump an",0,0,0,0,1,0,0,0
2865,@USER @USER Introducing legislation to let this man serve has many terms as he'd like,0,1,1,0,1,0,1,0
2866,@USER @USER Iowans want you know: We do NOT approve! You work for us! Stop trying to HURT us! https://t.co/v37u72Wnsb,0,1,0,0,1,NA,1,NA
2867,"@USER @USER Ironically, not one person that disagreed with me refuted any of the FACTS I laid out in the post. I even stated several times - nicely - that they were welcome to refute with FACTS. Rather, they just posted *attempted* insults, death threats",0,1,0,0,1,0,NA,0
2868,@USER @USER is a #POS <f0><U+009F><U+0092><U+00A9>,0,0,0,0,0,0,0,1
2870,@USER @USER is a crook just like you and will go down in history next to you for the criminals you are !,0,0,0,0,NA,0,0,1
2872,=@USER @USER is A joke.,0,0,0,0,0,0,0,0
2873,@USER @USER is a treasonous leach. She needs to be sanctioned and thrown out of congress.  She is a disgrace to our country.  #EmptyBarrel,0,0,0,0,1,0,0,1
2874,"=@USER @USER is A unhinged, hate-filled political hack",0,0,0,0,1,0,0,0
2875,"@USER @USER is an embarrassment to the state of AZ Who paid for his ""envoy"" to retrieve Trump dossier? @USER @USER @USER",0,0,0,0,1,NA,0,NA
2876,@USER @USER is guilty of fraud to get a job at Harvard by pretending to be of Native American heritage. @USER simply pointed it out. He reminded Navajo Code Talkers that she tried to take advantage of them. Where is @USER's criticism of Warren?,0,0,0,0,1,NA,NA,0
2877,=@USER @USER is it deductible?,0,1,0,0,1,1,1,NA
2878,@USER @USER Is it? Show it in the USC. I can't find it. Jefferson messed up.,0,0,0,0,1,NA,0,0
2879,=@USER @USER is OK to PARDON and Sheriff Joe not?  go take your meds Adam,0,0,0,0,1,NA,0,NA
2880,@USER @USER is the epitomy of Washington establishment cronyism. Once again he is voting against the American people's interests. Shame.,1,1,0,0,1,NA,1,NA
2881,@USER @USER is the person MO needs to beat @USER #MOSEN #FireClaire #MoFreedom #MoLiberty #AP4SENATE,0,1,0,0,1,1,1,1
2882,@USER @USER Is there any question now about his behavior toward Barack Obama and Obama's work/accomplishments over the 8 years of his presidency?,0,0,0,0,1,1,0,0
2883,@USER @USER Is there anything you won't do to give the richest d6g,0,1,0,0,NA,NA,1,NA
2884,"@USER @USER Isn't it a little weird that the man calling trump unstable, appears to be the most unstable man in congress?",0,0,0,0,1,0,NA,0
2885,@USER @USER Isn't Salvation Army anti-LGBTQ though? Isn't there a more inclusive organization to help Harvey victims?,0,1,0,0,0,1,NA,0
2886,=@USER @USER isn<U+FFFD>t Removing McCabe he<U+FFFD>s leaving bc he<U+FFFD>s corrupt and You Know that<U+FFFD>s The reason. You<U+FFFD>re Just spreading falsehoods like manure.,0,0,0,0,1,0,0,0
2887,"@USER @USER It's  not being outflanked... as long as first priority  is defending the aca.... i say if you're in a dark blue state, go for it.",0,1,0,0,1,0,1,NA
2888,@USER @USER It's a shame Congress has choose to ignore trump's actions @USER @USER,0,1,0,0,1,NA,1,NA
2889,"@USER @USER It's a start, but it's harder to get a drivers license than an AK-47.  This is a tiny step and not a true victory",0,1,0,0,1,NA,1,0
2890,@USER @USER it's about MOVEMENT toward a solution. Dems on illegals: went from Eli Gonzalez in 96 to amnesty in 17. Why? MOVEMENT,0,1,0,0,1,NA,1,0
2891,@USER @USER It's all about her getting re-elected. Screw everyone else who can't help her with that.,0,0,0,0,1,NA,1,NA
2892,@USER @USER It's all lies and you know it!,0,1,0,0,1,NA,1,NA
2893,@USER @USER It's all on the Communist Party USA website.,0,1,0,0,1,0,0,0
2894,@USER @USER It's amazing how you have no power to do anything about bump stocks at all,0,0,0,0,0,NA,NA,0
2895,@USER @USER It's easy when you can bribe @USER #CorkerKickback,1,1,0,0,1,NA,1,NA
2896,"@USER @USER It's expired everywhere.  Some states may have a little money left, but most will run out very quickly.",0,1,0,0,1,0,1,0
2897,"@USER @USER It's nearly always a ""man thing"". Men are so simple and dumb. Good to see that here are obviously some who are different and care.",0,0,0,0,0,0,0,1
2898,"@USER @USER It's not about ""better""; it's about destroying the progress of the first black president.  Call them on it.",0,0,0,0,1,0,NA,NA
2899,@USER @USER It's not middle class tax relief you care about. Never has been. You work for owners and donors.,0,1,0,0,1,NA,1,NA
2900,@USER @USER It's not only reckless it is criminal. #ArrestNunes.,0,1,0,0,1,NA,NA,NA
2901,@USER @USER it's probably coming soon,0,0,0,0,0,0,0,0
2902,"@USER @USER It's sad, but I'm afraid the days of both parties compromising and working together is over. Both are radicalized due to instant fake news on both sides. There is no one right or wrong. Both are wrong. Only a major catastrophe can bring them t",1,1,0,0,1,1,1,0
2903,"@USER @USER It's the blatant hypocrisy and chaos inside Franks party.  Eventually, it's going to play out this year.  Trumps attack on the FBI &amp; Intel agencies is a National Security issue.  #Potus is a maddog that needs honor bound GOP to step up and",1,1,0,0,1,NA,NA,NA
2904,@USER @USER It's the Donors and CEOs Tax Bill,0,1,0,0,1,1,1,NA
2905,@USER @USER It's time for America to regain its freedom. @USER @USER @USER @USER @USER @USER @USER @USER,0,1,0,1,1,1,1,NA
2906,@USER @USER It's time to #DumpTrump,0,0,0,0,1,NA,NA,0
2907,@USER @USER It's too late for trump... His silence speaks volumes. He is a racist and a fact is a fact.,0,1,0,0,1,NA,1,NA
2908,@USER @USER It's unfortunate that Sen. McCain waited this long to become the leader he should have been when he ran for President! #nevertoolate,0,1,0,0,1,NA,NA,NA
2909,=@USER @USER it all comes DOWN to The fact. less women in high paying jobs or women who take time OFF for family reasons is going to equal women Getting,0,1,0,0,1,NA,1,NA
2910,@USER @USER IT ALREADY IS! - DIDN'T YOU NOTICE?? RHETORIC IS NICE BUT DOESN'T SOLVE THE PROBLEM!!,0,0,0,0,1,0,0,0
2911,=@USER @USER it costed money for fees for My roommate to close his account and get away from them.  he Now Has A better bank.,0,1,1,0,NA,0,1,0
2912,=@USER @USER it Has nothing to do with The dems. But go ahead continue to delude yourselves.,0,0,0,0,1,0,0,0
2913,=@USER @USER it is Amazing thousands and thousands of years of civilization result in this. people doing as they See fit for themselves at Government level.,0,1,0,0,1,NA,1,NA
2914,"@USER @USER It is an assumption that the tax cuts for corporations will come back into the economy, they won't.  Remember Reagonomics?  It didn't work.  Deregulations, which will hinder our air and water, might bring back a few jobs. Sad",0,1,1,0,1,NA,1,NA
2915,@USER @USER It isn't pointing fingers but the common sense we Soo deserve don't lose sight of this ! Why  we stand for justice  protect We the  <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>,1,1,0,0,1,1,1,0
2916,=@USER @USER it might be.  Courts would likely decide.,0,0,0,0,NA,0,NA,0
2917,"=@USER @USER it seems that @USER is operating Under The NIXON assumption that if The President does it, it<U+FFFD>s not illegal. guess @USER is an idiot to.",0,1,0,0,1,NA,NA,NA
2918,"@USER @USER it was research, right? Next excuse because no one is buying the aide did it. That's like the dog ate my homework. Own it, man.",0,0,0,0,1,0,NA,0
2919,@USER @USER it was you &amp; the democrats who failed to protect our. Systems from hacking &amp; our allies from Russia attack the last 8 yrs,0,1,0,0,1,0,0,0
2920,=@USER @USER it will definitely lol,0,0,0,0,0,0,1,0
2921,@USER @USER It won't matter what we think the Repub leaders are so desperate for a win now,0,0,0,0,1,0,NA,0
2922,=@USER @USER it<U+FFFD>s A National average. The most honest number to use.,0,1,0,0,1,NA,NA,NA
2923,=@USER @USER it<U+FFFD>s all our money. that<U+FFFD>s how She did it. She<U+FFFD>s as crooked as Hillary.,0,0,0,0,1,NA,NA,1
2924,"=@USER @USER it<U+FFFD>s as if they are intent upon poisoning our beautiful little planet and leaving it behind after they<U+FFFD>ve sucked The Life out of it. where will they, they<U+FFFD>re children, and grandchildren all go? Mars?",0,1,0,0,NA,0,0,0
2925,=@USER @USER it<U+FFFD>s nice that You care about healthcare for some PEOPLE.,0,1,0,0,1,1,1,NA
2926,@USER @USER It<U+FFFD>s not going to work they are aware as are the sane Citizens of this great country ! We will hold him accountable!,0,0,0,0,1,0,NA,0
2927,"=@USER @USER it<U+FFFD>s time to have A town hall Erik.   My taxes pay your livelihood.  since, You chose to raise them to curry favor presumably with your Red state colleagues Hell bent on dividing The nation, I<U+FFFD>D like The opportunity to ask quest",0,1,0,0,1,NA,NA,NA
2928,=@USER @USER its The truth. he wages A war against The country that makes him A traitor. his LIES about Hillary are sedition,0,0,0,0,1,0,NA,NA
2929,@USER @USER JIMMY didn't monitor this election.,0,1,0,0,1,1,1,NA
2931,=@USER @USER John no one cares it<U+FFFD>s ND VS The U THATS all that MATTERS right Now,0,0,0,0,1,0,0,0
2932,"@USER @USER Josh, you're such an ass!",0,1,0,0,NA,NA,NA,NA
2933,=@USER @USER Just another corrupt tool.,0,1,0,0,1,1,1,NA
2934,"@USER @USER Just because we didn't want a 6x bankrupt, reality TV performing, white supremacist in the White House?",1,1,0,0,1,NA,1,NA
2935,@USER @USER Just finished update from random village idiot on #Congress. It is clear Republican response was designed &amp; executed to minimize loss of NRA donors. Let's all pray again. #GunControlNow,0,0,0,0,1,NA,NA,NA
2936,@USER @USER Just leak it ffs <f0><U+009F><U+0099><U+0084>,0,0,0,0,NA,0,0,NA
2937,=@USER @USER Just one more of Trumps pile of shit Appointees to take advantage of The American people,0,1,0,0,1,0,0,NA
2938,@USER @USER Just Remember congresswoman. Jake is just another rabid MainScamMedia freak with a narrative to take out Trump! They will deal with the lies they tell after they accomplish that. They are STILL TICKED FROM ELECTION NITE getoverit!! https://t.c,0,0,0,0,1,0,0,NA
2939,@USER @USER Just Republican are held accountable . Look what Pelosi  Water #AdamSchiffless &amp;those FBI &amp; DOJ has pulled off and they are still drawing a tax payer paycheck Maybe we should hold off on paying taxes. Oh wait we would go to jail. Just,0,1,0,0,1,0,0,0
2940,@USER @USER Kamala Harris is a non-thinking left wing lemming. She'd probably faint if she ever had an original thought.,0,0,0,0,1,NA,NA,NA
2941,"=@USER @USER Keep Deflecting, You<U+FFFD>re fooling only yourself.",0,1,0,0,1,NA,1,NA
2942,=@USER @USER Keep safe and healthy John.  I<U+FFFD>m hoping You won<U+FFFD>t leave US with this tax issue. America deserves better than The current republican agenda,0,0,0,0,1,0,1,0
2943,"@USER @USER keep up what you're doing, Mr Schiff, it's making dumpy crazy. crazier he gets, the more people see/feel/hear it &amp; he'll be gone! Mueller or no Mueller, drumpf has got to go! #DangerToUSA #DrumpfCrimeFamily",0,1,0,0,1,NA,1,1
2944,=@USER @USER kind of quiet today.......,0,1,0,0,1,1,1,1
2945,=@USER @USER lady U need mental HELP. You<U+FFFD>re aging really badly from your bitterness,0,0,0,0,0,0,0,NA
2946,"=@USER @USER LAWS don<U+FFFD>t Keep soulless, hateful leftists from Getting guns and using them to murder innocent PEOPLE. Just read these comments. pure identity politics. they don<U+FFFD>t care about <U+FFFD>LAWS<U+FFFD> or lives lost. they care about p",0,1,0,0,1,0,0,0
2947,@USER @USER lay that groundwork Ted!,0,0,0,0,0,0,NA,0
2948,=@USER @USER leftist media tonight did all they could to play that announcement by Walmart down. bias haters,0,0,0,0,1,NA,1,NA
2949,@USER @USER Let's all remind Steve King that the historically correct Confederate Flag looks more like this: https://t.co/cPgwQTp072,0,1,0,0,1,NA,0,0
2950,@USER @USER Let's deport IMPOTUS and his band of racists to any country of their choosing. #Racist45 #DefendDACA,0,1,0,0,1,1,1,NA
2951,"@USER @USER LET'S FACT CHECK YOU Mitch. Where you'd get your millions on your current $193,000 a year salary? #DOUBLESTANDARD #pathetic #hypocrisy #MAGA #Trumptrain #Trump2016 #AmericaFirst #theresistance #resist #NRA #DTS #fakenews #voterfraud #MSM #NotM",0,1,0,0,1,NA,NA,0
2952,"@USER @USER Let's not forget she allowed imran Awan access to all her data, files and congressional emails #AwanGate ...",1,1,0,0,1,NA,1,NA
2953,@USER @USER Let's start marching to remove lying @USER we elected him bc he lied.,0,0,0,0,1,0,0,0
2954,"@USER @USER let's talk about not taxing the poor and middle class into oblivion too, huh? that might help the economy.",0,0,0,0,1,0,0,0
2955,@USER @USER Let's talk about President Reagan at a town hall! Please schedule one soon. Anywhere!,0,1,0,0,1,NA,0,0
2957,"@USER @USER Let me guess, @USER is too ""ashamed"" to possibly save a life.  National Anthem that. ALL this bureaucratic bull is shameful",0,1,0,0,1,NA,1,NA
2958,"@USER @USER Let me rephrase your tweet: ""government can't take over if citizens have guns. They're a threat"". You're welcome... Idiot.",0,0,0,0,1,0,0,0
2960,=@USER @USER let<U+FFFD>s See Democrat VS ALLEGATIONS from Washington Post fake news. We will take our chances with A Republican. democrats are So much more toxic,0,0,0,0,1,0,0,0
2961,"@USER @USER LIAR this is for your Donors and we all know it. ""My donors are basically saying, 'Get it done or don't ever call me again,'"" Chris Collins #GOPTaxScam #NoJonesNoVote",0,0,0,0,1,0,0,NA
2962,@USER @USER Liars . If this becomes law it will be you both who will have destroyed the party. Sad.,0,1,0,0,1,NA,1,NA
2963,=@USER @USER liberal LIES and rhetoric,0,0,0,0,1,NA,NA,NA
2964,=@USER @USER Libs angry Because The pie they eat from at The National level will be smaller.,1,1,0,0,1,1,1,NA
2965,"@USER @USER LIED 2 get elected, and now he wants to talk about the rule of law and TRUTH? THIS is why Trump won. America is TIRED OF THIS https://t.co/TEDe3iTRP4",0,1,0,0,1,NA,1,NA
2966,@USER @USER Lies!  Prove that in advance of any Tax Cut for billionaires!  Using your logic...Americans = Billionaires? Just more harm to the average American families who voted you into office!  WE did not vote for trickle down economics! <f0><U+009F><U+,0,1,0,0,1,NA,NA,0
2967,=@USER @USER like being Told what to do or else? feel like A Child again? get used to it cause your job is on The line!POTUS will...,0,1,0,0,1,NA,NA,NA
2968,@USER @USER like the old school gunslingers from the wild wild west! Merry Christmas Trey!,0,0,0,0,1,0,0,0
2969,@USER @USER Like to see a single place for credit reporting as lenders don't report to all 3 nor check all 3. Leads to incomplete reports/credit denial.,0,1,1,0,1,NA,1,NA
2971,"=@USER @USER Limiting My state and local deductions is A pretty shitty move, though. making The rest of The country follow The example that Kansas Has set is really stupid.",0,0,0,0,1,0,0,0
2972,@USER @USER Lindsey is as guilty as Trump! He<U+FFFD>s in bed with the Russians too! Mueller will dig up his skeletons too! That<U+FFFD>s why Lindsey wants the investigation ended!,0,0,0,0,1,0,0,0
2973,@USER @USER Lip service why should middle classpay forforeignerswhen they are trying to get ahead .Why are illegalsgetting free HEAlthcare &amp; education .,0,1,0,0,1,NA,1,NA
2974,=@USER @USER Lisa doesnt have A southern accent was eloquent elegant Pr,0,1,0,0,NA,0,0,NA
2976,@USER @USER Live look at the Senate Majority Leader now https://t.co/0OUKEOCpmF,0,1,0,0,1,NA,1,NA
2977,@USER @USER Lived like this? Lovely! https://t.co/urfRfKdkyb,0,0,0,0,NA,NA,0,0
2979,@USER @USER Lol the pole reference :) I must have struck a nerve. It<U+FFFD>s ok I<U+FFFD>m sure your just doing it to pay your way though school,0,0,0,0,0,0,0,0
2980,=@USER @USER lol. y<U+FFFD>all wild. @USER is The enemy of Coloradans.,0,0,0,0,1,0,0,0
2981,"@USER @USER Look around and see how Obama,Hillary and DNC have messed up FBI DOJ CONGRESS not to Mention what they did to BERNIE. DANG are u BLIND. May not like Trump but at least he<U+FFFD>s honest unlike them. He just wants to fix what they<U+FFFD>ve br",0,1,0,0,1,0,0,NA
2982,@USER @USER look at this headline!  You proud of this?!,0,1,0,0,NA,NA,1,NA
2983,"=@USER @USER looking out for themselves, sad",0,1,0,0,1,NA,1,NA
2984,=@USER @USER love this.,1,1,1,0,1,1,1,0
2985,=@USER @USER lying eyes..,0,0,0,0,NA,NA,NA,0
2986,=@USER @USER lying Ted,1,1,0,0,1,NA,1,1
2987,=@USER @USER maga is A slogan to move away from The terrible liberal policies brought by Obama and dems. less govt etc.,0,0,0,0,1,0,1,NA
2988,"@USER @USER Main reason GOP is so slow to act on 45,because they are all complicit and guilty <f0><U+009F><U+0091><U+00B9><f0><U+009F><U+0092><U+00AF><f0><U+009F><U+0091><U+00AE><f0><U+009F><U+0091><U+00AE><f0><U+009F><U+0091><U+00AE>",0,0,0,0,1,0,0,NA
2989,@USER @USER Maine will remove Collins next year &amp; Ohio will remove Jordan.  Hopefully the new Senate will give the DEA The teeth it needs to fight the opioid crisis.,0,1,0,0,1,NA,1,NA
2990,@USER @USER Make your resistance count. Stop him! https://t.co/Zrh9iC8UW4,0,0,0,0,1,NA,1,NA
2992,=@USER @USER making Police officers doctors?,0,0,0,0,0,0,0,0
2993,=@USER @USER Marco Rubio no tiene does not have  cojones,0,0,0,0,1,NA,NA,NA
2994,=@USER @USER Marco Rubio will vote for The BILL. he doesn<U+FFFD>t have The integrity to vote no. he<U+FFFD>s one of My Senators. he<U+FFFD>s Just trying to look Good for another presidential run. going through disingenuous motions,0,1,1,0,1,1,1,NA
2995,=@USER @USER May God intervene and all truths be told.,0,0,0,0,NA,0,1,0
2996,"@USER @USER may not live long enough to see his vote sinking the economy Trickle-down didn't work in Kansas GOP tax bill will fail miserably He voted without knowing the final Congressional ""dynamic scoring"" McCain just dumped his legacy into the garbage",0,1,0,0,1,NA,NA,NA
2997,"@USER @USER may want Corallo to testify, but GOP won't. Let's see who wins.",0,1,0,0,1,NA,1,NA
2998,=@USER @USER MAYBE Because they are criminals?,0,1,0,0,1,NA,NA,0
2999,@USER @USER Maybe he needs to go back to Vietnam &amp; let the NVA care for him. Then they could laugh about the time he ratted out our own guys. #Songbird,0,1,0,0,1,NA,0,0
3000,=@USER @USER MAYBE NY politicians should manage their state and local governments more fiscally responsible? they can lower taxes that way,0,0,0,0,1,NA,NA,0
3001,@USER @USER Maybe that's why those dems are going?!?! @USER @USER @USER @USER @USER #NotABot Florida #Obamagate #SecretSocietySedition #ReleaseTheMemo #TheStorm #QAnon #ReleaseTheMemo #ObamaGate #ReleaseTheMemo <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0,0,1,0,0,1,NA,1,NA
3002,@USER @USER Maybe you should read her full statement.  If you didn't then the shame is yours foor,0,1,0,0,1,1,NA,NA
3003,"=@USER @USER MAYBE your neighbor hit your head harder than your ribs.  does The immorality inherent in telling bald-faced LIES about Good people trying their Best, playing inside The rules and common courtesy ever get to you?  or are You Just rotted thru?",0,1,0,0,1,NA,1,NA
3004,@USER @USER MCCain and McConnell helping our nations heroes. What a joke. https://t.co/qqPOxP34Ki,0,1,0,0,1,0,0,0
3005,=@USER @USER McCain Has cornered The market on dumb So he should recognize it,0,0,0,0,1,NA,NA,NA
3006,=@USER @USER McCain voted against Cantwell<U+FFFD>s amendment.,0,1,0,0,1,NA,1,NA
3008,=@USER @USER McCanin is trying to hurt and pay American citizens back for not voting for him.  he does not have A conscience he Has A mean streak.,0,1,0,0,1,NA,1,NA
3009,=@USER @USER me too!Of another movement,0,0,0,0,NA,0,1,0
3010,"=@USER @USER Meaningless? Kinda like The GOP and Presidents accomplishments So far? Keep on winning, US Libs like it.",0,0,0,0,1,0,0,0
3011,"@USER @USER Meanwhile, your top priority has been supporting and enabling the ultra wealthy and your racist, dimwitted @USER. You're a clown Mr Reed.",0,1,0,0,1,0,0,NA
3012,"@USER @USER Medical marijuana also increases the black market, illegal grows, and gang violence associated with black mkt!",0,1,0,0,1,NA,0,0
3013,=@USER @USER Medicare for all,0,0,0,0,1,0,1,0
3014,"=@USER @USER Medicare for all is The worst name ever, it sounds like I have to deal with Ladies at DMV office for My medical needs. find new name",0,1,1,0,1,0,0,0
3015,"=@USER @USER members of The US congress continued to serve The needs of The rich, of corporate America and themselves to The exclusion of The poor, senior citizens and our children. they have also lost The vision of The relationship between free public Ed",0,1,0,0,1,0,0,0
